CATID;BREEDGROUP;SEX;AGE_BEHAVIOUR;OTHER_CATS;problematic_behavior;seeks_physical_contact_people;Opens_doors;Rests _in_secure_places;Reacts_to_video_TV;Refuses_litter_box_dirty;Freezes_examined_veterinarian;Seems_confident;comfortable_social_gatherings;easily_scared_things_sounds ;Defecates_inappropriate_places;Unexpectedly_scratches _bites;greets_unfamiliar_children;Enjoys_tearing_cardboard;Runs_ hides_noise_inside;Runs_hide_noise_outside;Asks_in_out_ rooms;Freezes_nothing visible;Tries_wake_up;exhibits_bursts_running;Talks_to_people;increased_activity_morning;destroys_left_alone;Reacts_catnip;Chases_animals;purrs_petted;scratch_bite_human_possession_prey;comfortable_familiar_children;Growls_hisses_familiar_cat_staring;scratch_bite_familiar_dogs;Growls_hisses_examined_veterinarian;Growls_hisses_unfamiliar_dogs;lie_things_used_people;excited_new_toys;Runs_while_playing;Greets_unfamiliar_cats;Growls_hisses_familiar_dogs;restlessness_home_modified;eats_house_plants;eye_contact_familiar_people;Scratches_inappropriate_objects;scratch_bite_petted_base_tail;hallway_household_leave;not_want_use_same_litter_box;wrong_targeted_aggression;Enjoys_jumping_high;restlessness_member_household_affection_person;Gets_excite_small_animals_window;scratch_bite_petted_belly;Carries_toy;listens_everything_you_say;playing_chases_household_members;Growls_hisses_nails_clipped;Growls_hisses_medicine_familiar;Chases_imaginary_objects;scratch_bite_bathed;Growls_ hisses_bathed;increased_activity_evening;Runs_unfamiliar_cats;scratch_bite_brushed;Reacts_similarly_situations;Stares_unfamiliar_people;self_mutilation;investigates_new_objects;Growls_hisses_approached_familiar_cat_while_eating;scratch_bite_unfamiliar_dogs;restlessness_other_cats_fight;excessive_ grooming;restlessness_unfamiliar_objects;Plays_fetch;Gets_along _with_cats;Seeks_company_other_cats;baby_cry_check;Growls_hisses_brushed;Chase_tail;scratch_bite_examined_veterinarian;Rests_warm_appliances;scratch_bite_nails_clipped;greets_kittens;Moves_elegantly;scratch_bite _medicine_familiar_person;Hides_household_member_leave;Urinates_inappropriate;Escapes_unfamiliar_people;Is_persevering;Stalks_moving_objects;meowing _left_alone;Sprays_indoors;adapts_changes;Squirms_picked_ held_arms;Brings_prey_animals;Enjoys_playing_cats;Runs_unfamiliar_dogs;waiting_household_member_arrives;sudden_licking_chewing_body;Comes_called;Escapes_threatened_familiar_cat;Chews_cables;Reacts_different_events_vocalizing;scratch_bite_familiar_cat_hissing;Growls_hisses_petted_tail;Chews_plastics;Growls_hisses_unfamiliar_person_pet;Growls_hisses_unfamiliar_children;Chase_shadows;escape_home;comfortable_petted_unfamiliar_people;greets_unfamiliar_adults;Active;Prefers_types_cat_litter;restlessness_member_household_affection_another_pet;Seeks_physical_contact_other_cats;Growls_hisses_approached_familiar_cat_resting;Friendly_unfamiliar_dogs;Growls_hisses_approached_human_possession_of_prey;finds_new_ways_get_attention;learns_associate_things;Concentration_not_disturbed;Sucks_chews_fabrics;Growls_hisses_unfamiliar_adults;Purrs_sitting_lap;Chases_bite_moving_legs;not_recognize_familiar_cat_if_smells_odd;Kneads_objects;Squirms_picked_to_lap;substrate_preference_inappro;interactive_play_people;Repeats_meaningless_movements;comfortable_playing _unfamiliar_people;Walks_tail_upright;not_approach_people_right_away;Rests_elevated_places;comfortable_unfamiliar_places;responds_commands;Picky;Asks_food;restlessness_household_member_leave;exited_other_pets;Human_oriented;fearfulness;human_aggression;activity_playfulness;cat_sociability;human_sociability;litterbox_issues;excessive_grooming
2536;Sacred_Birman;Female;0,917808219;YES;No;5;2;1;2;2;5;5;1;4;1;1;1;1;4;4;5;4;4;4;4;3;1;4;3;4;1;;1;;1;;4;4;5;;;1;2;5;1;1;4;1;1;5;;5;1;2;4;5;1;1;2;2;1;2;;1;5;5;1;4;1;;;1;2;2;5;5;;1;1;1;1;1;;4;1;1;1;5;2;5;1;1;4;4;;5;;5;1;4;1;1;3;1;1;1;1;;5;2;1;1;3;4;1;5;1;;1;2;5;;1;1;5;1;1;2;4;;4;1;1;5;5;5;2;;2;4;4;;3;1,51146971;-0,864216188;0,523018568;1,276194917;0,167714522;-0,69820133;-0,540362487
2537;House_cat;Female;0,994535519;YES;A_little;2;1;2;4;1;1;2;1;2;1;4;1;2;5;1;2;1;4;4;4;2;1;;5;4;2;;1;2;5;5;2;5;5;5;2;1;4;2;4;5;1;1;;3;1;2;5;2;3;4;;5;1;5;5;5;4;5;5;3;1;4;1;5;1;1;1;1;5;5;;5;1;5;4;5;4;5;5;1;1;5;5;5;1;1;4;5;;4;5;2;1;4;2;1;5;1;2;1;1;1;4;1;1;1;4;2;4;5;1;1;2;2;5;1;1;1;5;4;1;2;2;;2;1;1;5;4;5;1;;1;5;1;2;1;1,393724062;3,970433081;0,073526228;1,664785733;-1,193204968;-0,484348679;-0,545257337
2538;Korat;Female;2,559306569;YES;No;5;2;2;5;1;1;5;4;2;1;1;4;1;5;2;4;2;4;5;5;2;1;5;5;5;1;5;4;;1;;2;5;5;;;2;2;5;1;1;4;1;1;5;1;5;1;2;4;4;1;1;2;;;2;;1;4;4;1;5;1;;2;2;1;4;5;5;;1;1;1;5;1;;5;1;1;1;2;5;5;2;1;5;4;4;5;;5;1;5;2;1;2;1;1;1;1;;5;4;5;4;5;4;1;5;2;;1;5;5;;1;;4;1;1;1;4;;5;1;5;5;2;5;4;;4;2;1;;4;-0,509843006;-0,499034958;1,140958303;0,54464839;-0,013195847;-0,363104732;0,25878187
2539;Landrace_Cat_Shorthair;Female;5,041970803;NO;No;5;2;2;3;4;2;5;2;2;1;1;5;5;2;1;5;2;1;5;5;2;2;4;3;5;1;5;;;4;;5;4;5;;;2;5;5;4;1;3;;1;5;1;4;1;4;4;2;3;2;2;5;5;5;;1;4;2;1;5;;;;1;2;2;;;;1;4;4;4;2;;4;1;1;1;1;4;4;4;1;5;2;;;;5;2;3;;1;3;;1;5;1;1;5;4;5;5;3;4;;;;;1;4;5;;1;1;5;1;;5;2;;4;2;5;5;1;5;1;;4;5;2;;5;-0,967267541;0,591643858;0,173503025;0,017830262;1,246159913;-0,012728263;0,201677829
2540;House_cat;Female;5,743449355;NO;No;2;4;5;5;3;4;5;1;4;1;4;1;3;5;5;5;4;3;4;5;2;1;4;4;4;3;;;;1;2;5;4;5;;1;3;2;5;4;4;4;;4;5;2;5;3;2;4;4;4;4;2;;;4;;5;4;4;1;4;;1;;1;4;2;;;;4;1;1;5;4;;4;4;3;1;5;3;5;2;1;2;4;;;5;5;4;4;;1;4;;4;1;1;;5;;3;3;4;;;;;2;2;2;4;;1;2;5;1;;5;5;;1;1;3;5;5;5;1;4;5;5;4;;2;2,140589066;3,642304245;0,076880271;0,217066526;0,088473965;0,362249844;1,227430798
2541;Landrace_Cat_Shorthair;Female;10,46341463;unknown;unknown;5;5;4;4;4;2;5;4;3;1;2;4;4;5;1;5;4;4;4;5;2;1;5;4;5;1;5;5;2;2;4;5;4;5;;4;1;4;4;2;1;4;2;1;5;3;5;1;2;4;4;1;2;4;1;1;4;;1;4;4;2;5;2;;2;1;1;2;4;2;1;1;1;2;5;1;;5;1;1;1;1;5;5;2;1;5;4;;3;2;4;1;3;1;1;5;;1;1;1;1;5;3;5;5;4;5;4;2;4;2;2;4;5;;4;1;5;2;2;5;2;;2;2;5;5;2;5;4;;2;5;2;;5;-1,042014157;0,227021242;1,119806647;-1,635423862;1,345992582;0,636309306;0,447397583
2542;House_cat;Female;10,89664613;NO;A_little;3;3;1;;4;1;4;2;4;1;1;3;5;3;1;5;3;4;5;5;;1;5;2;4;1;2;;;2;;4;2;4;4;;3;5;5;4;1;5;1;1;4;;4;1;1;4;3;2;2;1;;;4;;1;4;4;1;4;4;;4;3;;1;;;;;1;1;1;1;;4;1;1;1;2;3;4;4;1;3;4;;;;5;;4;;1;3;;1;1;1;;1;4;2;4;3;4;;;;;;2;4;;1;1;4;1;;4;4;;4;1;3;5;4;4;;;5;3;3;2;4;0,390965166;-0,204705725;-0,636177658;-0,032426991;-0,223712014;0,307966888;1,657905086
2543;Landrace_Cat_Shorthair;Female;11,95978101;YES;No;5;1;1;4;1;4;5;5;1;1;1;5;2;1;1;4;1;2;4;2;2;1;4;5;5;1;4;1;;2;1;5;4;5;4;2;1;2;5;1;1;4;1;1;4;;5;1;1;5;2;1;1;1;;;4;1;1;5;1;1;5;1;1;1;1;1;1;4;1;;1;1;1;1;1;4;5;1;1;1;1;2;5;1;1;5;2;;2;1;5;1;4;1;1;1;4;1;2;1;2;5;4;5;5;2;5;1;1;2;3;1;2;4;4;1;1;5;1;1;1;5;;1;1;5;5;1;1;4;2;5;2;1;;5;-1,318599885;-0,759015458;-0,590711536;-1,927161153;-0,191408833;-0,98090152;-0,495167727
2544;Landrace_Cat_Longhair;Female;12,09098568;NO;No;5;5;5;2;4;4;5;4;2;1;1;2;1;2;2;5;2;1;5;5;1;1;4;5;5;1;5;4;2;2;2;4;2;5;2;1;1;1;5;2;1;4;4;1;4;1;5;1;1;5;2;1;1;1;1;1;4;2;1;4;5;1;5;1;2;2;1;1;1;;;;1;1;2;2;1;2;5;1;1;2;2;1;5;2;1;5;1;4;2;2;5;1;5;2;1;4;1;1;1;1;1;4;2;4;4;2;1;1;;1;4;1;2;5;2;4;1;5;1;;4;1;3;4;1;5;5;2;2;4;5;4;5;2;5;5;-0,458166636;-0,598227948;-0,160802362;-0,882421666;1,115714131;1,029166872;-0,647330315
2545;House_cat;Female;unknown;YES;No;5;2;2;5;2;4;5;1;3;1;2;1;1;5;2;5;4;1;5;4;1;1;5;5;5;1;1;5;2;2;2;2;4;5;1;2;5;1;5;1;1;1;1;1;5;1;5;2;1;2;1;4;4;4;2;5;2;2;1;4;4;1;1;1;1;2;1;4;1;4;2;;4;1;1;5;2;1;5;2;1;1;5;2;5;1;1;1;4;5;2;5;3;1;4;2;1;5;4;1;1;2;2;5;4;2;1;2;5;1;4;1;1;1;4;4;;1;1;5;1;1;5;5;;2;1;1;5;5;5;3;5;5;2;1;;5;1,5716037;0,484093124;0,134355501;-0,885639666;0,200004717;-0,221274302;-0,497218915
2546;House_cat;Female;7,121149897;YES;Some;5;5;5;4;2;2;5;1;4;1;1;1;2;5;2;1;5;2;5;5;4;1;4;5;5;1;4;4;;1;;5;4;4;2;;1;4;5;2;1;4;2;1;5;1;5;1;4;5;4;1;2;5;;;4;2;1;4;2;1;5;2;;4;1;1;2;4;4;;1;5;1;4;1;3;5;1;4;4;5;4;5;2;1;4;5;;4;;5;1;5;2;1;4;2;1;5;1;1;4;2;2;2;5;2;1;2;1;;1;4;5;;1;1;5;1;2;5;5;4;2;2;3;5;5;4;2;;4;5;4;5;4;1,458328856;-0,454902997;0,822659405;-0,534858907;0,700815346;0,90296609;-0,316477063
2547;European;Female;14,20865279;YES;No;5;5;4;1;3;2;4;1;2;1;1;;1;4;2;2;2;1;5;2;2;1;2;;5;1;;1;;4;;4;5;5;;;2;2;4;5;1;3;2;;5;;3;1;1;4;2;1;2;1;;;2;;1;4;5;1;4;1;;5;1;2;2;5;4;;1;1;2;5;1;;5;4;1;1;4;2;4;1;1;4;1;;4;;5;1;4;;1;2;1;1;1;1;;5;;4;2;4;2;1;5;1;;1;2;4;2;1;1;5;1;4;2;4;;1;1;2;4;5;5;2;2;5;5;1;;3;0,86871251;0,035546938;-0,89944637;0,654211962;-0,084140756;-0,008653027;-0,405688861
2548;Landrace_Cat_Shorthair;Female;13,20046939;NO;No;5;5;1;4;2;2;5;2;4;1;1;;1;5;1;4;4;5;5;5;1;1;4;;5;1;;;;1;;5;5;5;;;;1;5;5;2;4;;1;1;1;4;2;1;3;1;1;;2;;;2;;1;4;4;1;5;;;;1;1;1;;;;1;2;1;1;1;2;2;;1;1;4;5;5;1;1;5;1;;;;5;4;4;;1;4;;1;1;1;;4;1;4;4;2;2;;;;;1;5;5;4;5;1;5;1;;2;2;;5;1;5;5;5;1;;4;5;5;1;;;0,279154044;-0,351234757;-0,489512409;0,165245106;1,550425122;-0,76065312;0,48445273
2549;Landrace_Cat_Shorthair;Female;unknown;NO;No;5;4;2;5;2;;4;1;2;1;1;2;4;4;2;5;1;5;2;1;4;1;1;5;4;1;5;;1;;4;4;2;2;2;2;1;5;4;4;1;5;;1;5;1;5;2;1;2;4;;2;1;5;5;2;4;1;5;5;1;4;;2;;1;2;1;;;;1;1;;5;1;;5;2;1;1;4;5;5;1;1;4;3;4;;4;2;1;5;;1;1;;1;4;1;1;4;1;2;2;4;3;1;;;2;1;3;5;2;1;1;5;1;;5;4;;1;1;4;5;5;5;;4;4;5;1;;;0,923115393;-0,165075768;-0,5949578;-0,057191879;-0,830332248;-0,528151311;-0,5081468
2550;Somali;Female;12,65010757;NO;No;5;4;5;4;1;2;5;2;2;1;1;1;1;5;5;5;5;1;5;5;3;1;5;;5;1;;4;;1;;5;5;5;3;;1;;5;5;1;1;1;1;5;1;5;1;3;5;3;1;1;5;1;1;3;4;1;5;2;1;5;3;;;4;1;4;;;;1;1;1;5;1;;4;1;1;1;5;5;5;2;1;5;1;;;;5;1;5;5;1;5;1;1;4;1;1;5;1;5;2;4;1;;;;;1;4;5;;1;1;5;1;;5;4;;3;1;5;5;5;5;2;;2;5;1;;5;0,631505357;-0,581761343;0,888731897;-0,208701961;0,89818812;-0,58566607;1,765927694
2551;European;Female;9,655464277;unknown;unknown;4;4;4;4;4;4;5;1;1;1;1;2;4;4;1;4;4;5;4;5;3;1;4;5;5;1;4;1;3;1;2;5;4;4;4;1;1;5;5;5;1;2;1;4;5;1;5;1;4;4;2;1;1;4;1;1;4;2;1;5;2;1;4;1;2;2;1;1;5;4;4;;1;4;1;4;1;5;5;1;1;1;3;1;4;1;1;5;1;5;5;4;1;1;5;1;1;4;3;1;4;1;1;5;1;4;1;3;4;2;5;1;2;1;2;5;4;4;1;5;1;4;5;2;;4;1;3;5;5;4;2;5;5;5;1;5;4;0,705561352;-0,878142099;0,191875101;0,299049531;-0,095102579;-0,314077278;-0,624026407
2552;House_cat;Female;4,170317634;unknown;unknown;4;1;1;2;3;2;4;4;2;1;1;2;1;2;2;4;4;2;4;2;1;1;5;5;4;;3;4;3;2;5;5;4;5;;4;2;2;4;2;1;2;1;4;4;3;4;1;2;2;4;4;;4;2;4;4;2;1;4;4;1;4;4;;;1;2;2;2;2;;1;1;2;4;4;3;4;2;2;1;2;4;4;1;1;3;2;;2;;5;4;2;2;1;3;3;1;1;2;;2;4;2;3;2;2;2;2;5;1;2;2;5;3;2;1;5;1;2;4;4;;2;4;4;4;2;2;4;4;5;4;2;3;4;-0,078075782;1,067447277;-0,26368588;-2,293618458;-0,557098743;-0,19302188;0,842111221
2553;House_cat;Female;5,11040146;YES;A_little;5;4;5;4;3;2;5;4;2;1;1;4;4;3;1;4;4;2;2;4;2;1;4;2;2;1;;;;1;;5;5;5;;;4;4;5;2;1;4;1;1;5;4;4;2;5;4;4;5;3;1;2;2;5;2;1;2;1;1;4;1;;5;1;2;1;4;5;;2;1;1;5;1;2;5;1;1;1;1;2;5;4;1;1;4;;2;;5;4;5;1;1;4;;1;5;1;;5;3;5;5;2;1;1;5;1;;1;2;5;2;1;1;5;1;4;5;4;;4;1;4;5;1;5;1;4;5;5;2;;3;-0,891354115;0,419466642;0,519569393;0,398063551;0,785981626;-0,166212983;1,148168632
2554;Oriental;Female;7,770985401;YES;No;5;4;1;4;1;1;5;5;1;1;1;5;1;1;1;3;1;4;4;5;4;1;1;4;5;1;4;1;;1;;3;4;4;;;1;;5;1;1;3;1;1;5;3;5;1;2;5;3;1;1;1;1;1;4;1;1;5;4;1;5;1;;4;1;1;4;5;5;;1;1;1;4;1;4;5;1;1;1;1;3;5;1;1;5;1;;4;;4;1;4;2;1;2;1;1;1;1;1;;2;5;5;4;4;1;5;1;;1;4;5;;4;1;4;1;3;4;2;;5;1;5;5;1;5;5;;4;5;2;;3;-1,246793751;-0,775902069;0,436428825;0,667167581;-0,080723978;-0,518828774;-0,368020788
2555;Landrace_Cat_Shorthair;Female;1,121751026;YES;Some;5;3;4;4;3;5;5;2;4;1;1;2;5;5;2;4;2;3;5;5;4;4;4;5;5;1;;;;1;;3;5;5;2;;2;5;4;5;1;3;1;;5;;4;1;5;4;4;1;1;2;1;1;4;4;1;5;4;1;4;1;;;1;3;5;5;5;;1;1;1;4;1;;5;1;4;1;4;3;5;;1;3;3;;5;;4;1;4;5;5;4;1;1;4;1;1;5;;2;2;5;;2;5;1;;1;4;4;;1;1;5;1;2;1;2;4;5;1;3;5;5;5;1;4;4;5;4;;3;1,554478883;-0,600441019;0,96206605;1,2223854;0,77193051;-0,152531619;-0,107032922
2556;Landrace_Cat_Longhair;Female;1,953424658;YES;Some;5;2;2;4;2;4;5;4;1;1;1;;5;1;1;4;1;1;4;4;1;1;2;5;5;1;;1;1;1;2;5;4;4;4;1;1;;5;5;1;2;1;;5;1;5;1;5;4;2;1;1;1;1;1;2;1;1;3;4;1;5;1;1;2;1;1;5;5;5;;1;1;1;5;1;5;5;1;1;1;2;5;5;1;1;4;1;;4;2;4;1;4;1;4;3;3;1;5;1;1;4;;5;4;4;4;1;5;1;4;5;5;4;;2;1;5;1;1;5;1;;5;1;;5;4;5;;;2;3;1;;3;-0,460509806;-0,139805459;0,748511767;0,367873651;-0,048852408;-0,229419394;-0,77453522
2557;House_cat;Female;2,183561644;YES;No;5;5;2;4;2;5;5;;2;1;1;;1;2;1;4;4;4;5;1;2;1;4;5;5;1;;1;1;1;;4;5;5;;1;1;5;5;1;1;4;1;1;5;1;4;1;5;4;4;1;1;3;1;1;5;;1;5;2;1;5;5;;1;1;1;5;5;5;;1;1;1;1;1;;4;1;1;1;1;5;5;1;1;5;1;;5;;5;1;3;1;2;1;1;1;1;1;;;;5;4;5;;1;5;1;;5;5;5;;1;1;5;1;1;4;2;;5;;5;4;1;5;;;1;4;1;;3;-0,845703314;-0,059255542;1,147037186;0,897036853;-0,629916893;-0,366879185;-0,534294264
2558;Landrace_Cat_Shorthair;Female;5,50729927;YES;A_little;2;1;5;5;5;5;4;1;3;1;4;2;3;4;2;1;5;5;5;2;1;3;2;4;4;1;1;1;1;2;1;5;3;5;1;1;4;5;5;1;4;1;1;1;4;2;4;4;2;5;5;5;3;4;5;5;5;1;1;4;4;1;5;1;1;1;2;2;1;4;4;3;1;1;1;5;1;1;5;2;1;2;4;5;5;2;1;5;3;;5;2;3;2;2;1;1;2;3;3;5;1;1;5;1;1;2;4;3;1;2;2;3;1;4;2;;1;1;5;1;1;5;4;4;2;1;3;4;5;2;1;;5;5;2;4;4;1,366771772;1,743143246;-0,130984836;-0,088985146;-1,552463243;0,42535451;1,214096211
2559;House_cat;Female;7,871919684;YES;No;5;2;5;5;2;5;5;1;5;1;1;1;4;5;2;1;4;1;4;5;4;1;4;5;5;1;1;4;1;1;1;5;5;5;2;1;2;5;5;1;1;4;1;1;5;1;5;1;2;5;4;1;1;4;1;1;4;4;1;4;5;1;5;1;1;1;1;1;1;5;5;;1;1;1;2;1;2;5;1;1;1;5;1;5;1;1;4;4;5;5;2;4;1;4;4;1;2;2;1;1;1;1;5;1;1;1;3;2;2;5;1;2;1;5;3;;1;1;5;1;1;5;4;;3;1;1;5;5;2;1;5;4;2;1;;2;1,488317058;-0,832055199;0,516257345;1,091697405;-0,010934205;-0,719095462;-0,641473331
2560;Korat;Female;15,88035427;YES;No;5;5;2;2;1;1;5;5;1;1;1;5;3;4;1;4;4;3;1;5;2;1;1;3;4;1;5;4;;2;;5;3;3;;;2;2;5;2;1;4;1;;3;1;5;1;1;4;3;1;1;1;2;5;2;;1;4;2;1;5;1;;4;1;1;1;5;5;4;1;1;1;4;1;4;4;1;1;1;1;4;4;1;1;5;5;;4;;4;1;4;2;2;5;2;1;4;1;1;5;2;5;4;2;1;2;5;1;;1;2;2;;1;1;5;1;1;4;2;;1;1;5;5;1;4;4;;4;5;2;;3;-1,078235825;-0,354075073;-1,51125925;0,604937165;0,23578558;-0,734275709;-0,397260148
2561;Landrace_Cat_Shorthair;Female;5,444089457;YES;A_little;1;2;5;1;1;1;4;1;5;2;;1;1;4;4;1;1;1;4;1;4;1;5;1;;;1;5;;5;;1;4;4;2;;2;1;5;1;;1;1;1;1;1;2;;1;4;1;;5;1;;;4;2;;5;1;1;2;1;;4;1;2;1;4;5;;;1;5;2;;;2;;1;1;5;1;5;1;1;2;;;4;;4;1;1;5;1;1;1;;1;1;1;1;1;1;1;2;1;1;5;5;;;1;4;;1;1;;1;2;1;;;1;1;1;4;4;1;1;;2;1;2;;2;1,351988804;1,272639735;-2,273471133;0,153506236;-1,744523235;-0,006953535;-0,262766831
2562;British;Female;2,710472279;YES;Some;5;5;4;4;5;1;5;5;3;1;1;4;5;3;3;5;4;4;4;1;4;4;3;;3;1;4;3;;3;;5;4;5;4;;2;5;5;4;1;4;2;1;4;1;4;2;5;4;4;4;5;3;4;4;3;;2;1;3;1;4;1;;;1;1;4;4;4;4;2;2;3;4;2;;3;2;1;3;1;4;5;;1;3;2;;4;;4;1;4;;2;2;4;1;1;1;1;5;5;4;4;2;2;1;4;2;;1;2;5;2;1;1;5;2;4;5;5;5;2;3;5;1;1;3;4;;1;5;1;;1;-1,224684242;1,231139898;0,52738539;0,509829893;-0,759744358;1,063247193;-0,415077408
